-19.444341,-0.646046,-0.924350,0.091278,-0.391088,-0.135207,0.117613,-0.028196,-0.088187,0.082828,-0.105073,0.040585,0.033455,1.674714,0.478316,0.383719,0.323589,0.212332,0.382177,0.210413,0.363399,0.215400,0.254332,0.207102,0.187802,0.129003
-20.346291,-0.222333,-1.027860,0.194954,-0.408187,-0.304973,0.090479,0.083572,-0.263882,-0.273359,-0.017155,0.008471,-0.186466,1.020739,0.593908,0.373555,0.408003,0.227174,0.249924,0.299467,0.367894,0.274482,0.265277,0.313500,0.217275,0.115118
-18.644800,-0.415218,-0.780769,0.133386,-0.481916,-0.313989,0.160038,0.124442,-0.152938,-0.068976,-0.048988,0.074377,-0.013289,0.945559,0.379213,0.294016,0.297916,0.196984,0.256843,0.231498,0.250902,0.233175,0.193886,0.174131,0.148393,0.099989
-20.614843,-0.727513,-0.678217,0.129044,-0.483283,-0.110380,0.220640,-0.078503,0.001631,-0.096877,0.302454,-0.089877,0.053001,3.009707,0.623386,0.461660,0.376953,0.193291,0.226240,0.338215,0.290001,0.358486,0.273739,0.267508,0.239326,0.131092
-18.961299,-0.814813,-0.760990,-0.027528,-0.283960,-0.163988,-0.366685,-0.086311,-0.170549,-0.339826,-0.111341,-0.035903,0.053104,0.712205,0.465770,0.280548,0.271504,0.288420,0.281928,0.439654,0.311802,0.331563,0.366141,0.236042,0.163866,0.130704
-19.243587,-0.143227,-0.484488,-0.407466,-0.319418,-0.102160,-0.258426,-0.066621,-0.014539,0.024831,-0.037689,-0.099156,-0.009793,6.286274,0.450113,0.265311,0.269558,0.237562,0.234796,0.215955,0.190836,0.239132,0.176894,0.136703,0.119539,0.086319
-19.824995,0.026778,-0.425945,-0.481392,-0.379163,-0.015160,-0.064669,0.163110,-0.084923,-0.176217,-0.018006,0.022122,-0.021423,3.280437,0.401351,0.291924,0.350108,0.233526,0.198663,0.230510,0.212940,0.214589,0.278717,0.142309,0.140315,0.088681
-19.908044,-0.052884,-0.462037,-0.238398,-0.175252,-0.023207,-0.187031,-0.094724,0.013921,0.028333,-0.128026,-0.027347,0.036783,8.638504,0.816702,0.367605,0.276256,0.301266,0.322343,0.231515,0.206452,0.225854,0.166349,0.153558,0.114150,0.117855
-19.952862,-0.259023,-0.532842,-0.515230,-0.294169,0.045410,-0.150080,0.127029,-0.052668,-0.109185,-0.099130,-0.045995,0.051120,4.558887,0.568062,0.274235,0.301984,0.256989,0.274748,0.276009,0.298586,0.268389,0.252175,0.180525,0.145421,0.118995
-21.581337,0.664703,-0.261125,-0.395286,-0.077975,-0.115795,-0.131062,-0.104439,-0.084535,-0.085294,0.041130,-0.061423,0.015114,4.747153,0.561451,0.230766,0.260267,0.197147,0.238425,0.317830,0.217907,0.303591,0.227048,0.153197,0.186698,0.095139
-16.735904,-0.039264,0.378715,-0.149232,-0.091247,-0.282092,-0.393808,-0.037540,0.046874,0.252783,0.177098,-0.025964,-0.019069,2.875332,0.545427,0.540453,0.339078,0.316852,0.269637,0.189432,0.230063,0.211278,0.188969,0.189433,0.129820,0.107645
-16.235490,-0.147072,0.094356,-0.321703,0.168828,-0.090020,-0.321995,-0.068377,0.237966,0.194710,0.196274,-0.036942,0.003027,5.193717,1.385422,0.907931,0.651573,0.483947,0.523055,0.352697,0.337049,0.323819,0.281402,0.236241,0.149127,0.138497
-16.083087,0.064599,-0.129122,-0.177532,0.100374,0.036488,0.275704,0.280091,0.192675,-0.086486,-0.059612,0.026413,0.045430,1.997268,0.472320,0.395488,0.338404,0.222060,0.217386,0.289899,0.287099,0.312707,0.150953,0.134884,0.095150,0.086818
-16.224561,-0.455349,0.270004,0.118833,-0.045906,0.093075,-0.156243,-0.084380,0.153784,-0.014509,0.011429,-0.045591,0.040584,1.455251,0.487688,0.339982,0.341958,0.196630,0.183037,0.152619,0.145915,0.163692,0.138977,0.110945,0.120751,0.085827
-14.459673,-0.540207,-0.213102,-0.061207,0.234046,0.073836,-0.262141,-0.046320,0.064140,-0.110623,0.021003,0.066893,0.012516,1.172688,0.500131,0.483984,0.376851,0.213805,0.208124,0.174799,0.152855,0.144957,0.138789,0.123131,0.105435,0.097539
-16.511296,-0.430859,-0.115305,-0.013599,0.156534,-0.086464,-0.292963,0.025311,-0.059435,-0.031918,-0.014108,-0.098541,-0.066140,11.757849,1.903918,0.409821,0.429334,0.368404,0.208199,0.191004,0.201969,0.160828,0.165627,0.125629,0.104482,0.081253
-18.428821,0.424089,0.326397,0.344807,0.406314,0.151627,-0.250221,-0.011101,-0.007261,-0.081412,-0.029038,0.040648,-0.040451,3.612405,0.585458,0.401111,0.329600,0.220416,0.210470,0.189155,0.165032,0.139799,0.127957,0.149455,0.124035,0.114667
-18.617986,-0.210174,-0.838524,-0.444618,0.042228,-0.095938,-0.193693,0.508341,0.120514,-0.284177,0.047535,0.145515,0.073473,3.990270,1.073361,0.775447,0.499332,0.439107,0.305605,0.488817,0.374379,0.640847,0.357502,0.213795,0.135175,0.111591
-15.373044,-0.498828,0.281048,0.009375,0.186606,0.154711,-0.216576,-0.077513,0.143064,0.002796,0.079269,0.057444,-0.021637,1.887063,0.747935,0.441636,0.329571,0.267960,0.226735,0.191541,0.168276,0.157864,0.156538,0.160077,0.108855,0.104522
-15.524800,-0.611441,0.103865,-0.477313,0.062539,0.014659,-0.347716,0.090194,0.001558,-0.072346,0.018351,-0.018072,-0.025524,2.642272,0.559535,0.451160,0.341205,0.301535,0.215068,0.174356,0.191660,0.159769,0.177897,0.122404,0.096594,0.086517
-16.316291,-0.189691,0.059124,-0.095501,-0.167338,-0.033894,-0.127195,-0.056119,-0.009793,0.036543,-0.064996,0.041510,-0.073887,4.665541,0.432471,0.542639,0.301894,0.268505,0.269877,0.202753,0.142491,0.138789,0.120479,0.098973,0.084106,0.086771
-15.576479,0.212456,0.150641,0.164232,-0.291883,-0.001375,0.125222,0.039099,-0.091973,0.042635,-0.044769,0.004598,-0.022275,2.911010,0.490680,0.403953,0.330374,0.232141,0.181144,0.215554,0.117449,0.108942,0.097628,0.090212,0.076195,0.074875
-16.768331,-0.349866,0.002291,-0.139886,-0.063601,0.142737,0.055404,0.058148,-0.175719,-0.008708,-0.003621,0.041886,0.051995,8.381585,0.640393,0.681818,0.311503,0.253187,0.219096,0.161321,0.150798,0.185885,0.102417,0.111319,0.090319,0.059861
-17.313859,0.648123,0.053955,0.387266,0.031638,-0.019874,0.242785,0.027061,-0.053690,0.014188,-0.058007,0.052062,0.006210,5.011372,0.784769,0.368784,0.392114,0.289801,0.229118,0.226586,0.130301,0.149036,0.107060,0.095857,0.101160,0.089930
-16.417141,0.996205,0.624438,0.233139,-0.127959,0.044579,0.098200,0.085377,-0.136044,0.051806,-0.101268,-0.098501,-0.066322,2.385810,0.630223,0.407888,0.270166,0.216400,0.162906,0.196034,0.131858,0.136203,0.108524,0.096131,0.096218,0.070467
-13.865641,-0.546173,-0.451484,-0.032131,-0.321671,0.270931,0.100170,0.243337,-0.150900,-0.076846,-0.087663,-0.086514,0.011137,0.919337,0.246525,0.203756,0.216491,0.179976,0.173563,0.203586,0.119324,0.102966,0.105715,0.101909,0.073138,0.086598
-14.804977,-0.286785,-0.122514,-0.236011,0.057338,-0.124408,-0.305858,0.037816,-0.138824,-0.033660,-0.139900,0.164161,-0.121699,2.903813,0.745605,0.574703,0.305376,0.265231,0.236296,0.167824,0.161332,0.143328,0.111393,0.113337,0.092550,0.083348
-16.092535,0.755081,0.069769,0.044465,-0.212182,-0.033683,-0.079775,-0.043857,-0.136808,-0.048296,-0.051451,0.043522,-0.061193,2.086163,0.373493,0.364565,0.264961,0.245856,0.170903,0.167218,0.130597,0.106027,0.116629,0.090862,0.092585,0.066630
-13.169228,-0.503473,-0.800349,0.143031,-0.346001,0.126777,0.240349,0.099512,0.019138,-0.021595,-0.076221,0.027710,-0.132590,0.347019,0.234791,0.235993,0.226362,0.209684,0.162265,0.141899,0.135674,0.129559,0.131396,0.091040,0.098445,0.070570
-17.087943,1.012497,-0.440606,0.398786,-0.108409,-0.175403,-0.023739,0.094267,-0.037848,0.046968,0.092479,0.015283,-0.309044,2.872852,0.554819,0.280403,0.253797,0.248295,0.208134,0.134572,0.171855,0.125374,0.108719,0.102420,0.078347,0.084483
